id,retailer,long_wgs,lat_wgs,size_band,size_code
1010001735,Marks and Spencer,-1.004324613,52.1278278,"< 3,013 ft2 (280m2)",Small convenience
1010014421,The Co-operative Group,-0.88732835,52.1891909,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010014093,Asda,-2.512218219,53.2636093,"30,138 ft2 > (2,800 m2)",Very large
1010004788,Tesco,-2.519392835,53.24311557,"< 3,013 ft2 (280m2)",Small convenience
1010017078,Spar,1.392080543,51.34591528,"< 3,013 ft2 (280m2)",Small convenience
1010019346,Tesco,1.440717136,51.35858016,"< 3,013 ft2 (280m2)",Small convenience
1010007009,Lidl,1.397256039,51.35673621,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010010725,Sainsburys,1.393517114,51.35583738,"30,138 ft2 > (2,800 m2)",Very large
1010017137,Spar,1.482790936,52.61854355,"< 3,013 ft2 (280m2)",Small convenience
1010014658,Central England Co-operative,1.42619745,52.62558195,"< 3,013 ft2 (280m2)",Small convenience
1010005375,Tesco,1.278318863,52.6339694,"< 3,013 ft2 (280m2)",Small convenience
1010020048,Spar,1.241756381,52.62089274,"< 3,013 ft2 (280m2)",Small convenience
1010019127,Lidl,1.382303976,52.63035165,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010012234,East of England Co-operative,1.288928796,52.66454959,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010002458,Morrisons,1.307239967,52.66932932,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Large
1010012703,Asda,1.287821321,52.60622568,"30,138 ft2 > (2,800 m2)",Very large
1010005372,Tesco,1.291389446,52.62096577,"< 3,013 ft2 (280m2)",Small convenience
1010012212,East of England Co-operative,1.277793805,52.62501552,"< 3,013 ft2 (280m2)",Small convenience
1010002019,Marks and Spencer,1.260655574,52.65128833,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010012594,Midcounties Co-operative,-1.51404772,52.5258423,"< 3,013 ft2 (280m2)",Small convenience
1010002887,Sainsburys,-1.463734394,52.52004893,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Large
1010004770,Tesco,-1.490224665,52.51697053,"< 3,013 ft2 (280m2)",Small convenience
