lsoa11cd,FHRSID
E01003738,20
E01003739,25
E01003740,31
E01003741,18
E01003742,45
E01003743,43
E01003744,4
E01003745,4
E01003746,5
E01003747,19
E01003748,21
E01003749,23
E01003750,19
E01003751,23
E01003752,37
E01003753,33
E01003754,46
E01003755,28
E01003756,49
E01003757,65
E01003758,62
E01003759,15
E01003760,19
E01003761,20
E01003762,16
E01003763,8
E01003764,14
E01003765,14
E01003766,63
E01003767,60
E01003768,62
E01003769,66
E01003770,28
E01003771,48
E01003772,49
E01003773,64
E01003774,22
E01003775,16
E01003776,18
E01003777,22
E01003778,24
E01003779,32
E01003780,15
E01003781,77
E01003782,81
E01003783,102
E01003784,58
E01003785,88
E01003786,41
E01003787,80
E01003788,68
E01003789,26
E01003790,6
E01003791,24
E01003792,6
E01003793,3
E01003794,21
E01003795,25
E01003796,23
E01003797,20
E01003798,20
E01003799,16
E01003800,17
E01003801,58
E01003802,32
E01003803,16
E01003804,30
E01003805,29
E01003806,27
E01003807,30
E01003808,32
E01003809,32
E01003810,18
E01003811,27
E01003812,19
E01003813,7
E01003814,18
E01003815,12
E01003816,2
E01003817,11
E01003818,9
E01003819,4
E01003820,10
E01003821,34
E01003822,9
E01003823,7
E01003824,9
E01003825,8
E01003826,9
E01003827,10
E01003828,7
E01003829,4
E01003830,8
E01003831,12
E01003832,7
E01003833,6
E01003834,53
E01003835,7
E01003836,14
E01003837,8
E01003838,8
E01003839,12
E01003840,23
E01003841,10
E01003842,22
E01003843,15
E01003844,23
E01003845,12
E01003846,16
E01003847,12
E01003848,25
E01003849,18
E01003851,26
E01003852,11
E01003853,27
E01003854,24
E01003855,30
E01003856,38
E01003857,29
E01003858,37
E01003859,31
E01003860,35
E01003861,31
E01003862,17
E01003863,29
E01003864,26
E01003865,29
E01003866,29
E01003867,19
E01003868,30
E01003869,40
E01003870,38
E01003871,26
E01003872,27
E01003873,43
E01003874,42
E01003875,20
E01003876,39
E01003877,43
E01003878,11
E01003879,31
E01003880,41
E01003881,22
E01003882,46
E01003883,42
E01003884,32
E01003885,25
E01003886,24
E01003887,19
E01003888,22
E01003889,17
E01003890,27
E01003891,21
E01003892,36
E01003893,36
E01003894,28
E01003895,40
E01003896,45
E01003897,36
E01003898,18
E01003899,16
E01003900,16
E01003901,25
E01003902,12
E01003903,8
E01003904,27
E01003905,20
E01003906,29
E01003907,28
E01003908,23
E01003909,21
E01003910,24
E01003911,63
E01003912,85
E01003913,61
E01003914,122
E01003915,67
E01003916,60
E01003917,61
E01003918,66
E01003919,78
E01003920,75
E01003921,73
E01003922,76
E01003923,105
E01003924,81
E01003925,72
E01003926,77
E01003927,186
E01003929,185
E01003930,81
E01003932,87
E01003933,98
E01003934,158
E01003935,195
E01003936,225
E01003937,120
E01003938,204
E01003939,197
E01003940,233
E01003941,134
E01003942,187
E01003943,133
E01003945,8
E01003946,29
E01003947,22
E01003948,41
E01003949,22
E01003950,20
E01003951,10
E01003952,45
E01003953,60
E01003954,49
E01003955,50
E01003956,45
E01003957,44
E01003958,46
E01003960,144
E01003961,126
E01003963,129
E01003964,82
E01003966,98
E01003967,105
E01003968,103
E01003969,108
E01003970,109
E01003971,113
E01003972,124
E01003973,130
E01003974,111
E01003975,102
E01003976,93
E01003977,97
E01003978,101
E01003979,122
E01003980,104
E01003981,197
E01003983,88
E01003984,94
E01003986,70
E01003987,68
E01003988,60
E01003989,64
E01003990,75
E01003991,112
E01003992,92
E01003993,84
E01003994,119
E01003995,120
E01003997,116
E01003998,99
E01003999,104
E01004000,39
E01004001,57
E01004002,41
E01004003,61
E01004004,85
E01004005,126
E01004006,109
E01004007,82
E01004008,117
E01004010,121
E01004011,72
E01004012,51
E01004013,107
E01004014,70
E01004015,48
E01004016,28
E01004017,19
E01004018,31
E01004019,67
E01004020,39
E01004021,84
E01004022,84
E01004023,88
E01004024,80
E01004027,93
E01004028,83
E01004029,48
E01004030,50
E01004031,75
E01004032,39
E01004033,63
E01004034,83
E01004035,80
E01004036,57
E01004037,72
E01004038,72
E01004039,79
E01004040,75
E01004041,82
E01004042,73
E01004043,91
E01004044,95
E01004045,69
E01004046,105
E01004047,31
E01004048,43
E01004049,39
E01004050,79
E01004051,55
E01004052,105
E01004053,31
E01004054,29
E01004055,16
E01004056,25
E01004057,40
E01004058,41
E01004059,39
E01004060,43
E01004061,113
E01004062,120
E01004063,120
E01004064,95
E01004065,114
E01004066,109
E01004067,118
E01004068,113
E01004069,20
E01004070,33
E01004071,48
E01004072,37
E01004073,35
E01004074,34
E01004075,21
E01004076,8
E01004077,13
E01004078,19
E01004079,27
E01004080,23
E01004081,22
E01004082,19
E01004083,8
E01004084,4
E01004085,2
E01004086,25
E01004087,24
E01004088,13
E01004089,20
E01004090,5
E01004091,1
E01004092,2
E01004093,5
E01004094,5
E01004095,7
E01004096,7
E01004097,16
E01004098,18
E01004099,21
E01004100,27
E01004101,22
E01004102,23
E01004103,25
E01004104,19
E01004105,9
E01004106,1
E01004107,9
E01004108,8
E01004109,6
E01004110,11
E01004111,17
E01004112,9
E01004114,0
E01004115,16
E01004116,7
E01004117,11
E01004118,12
E01004119,15
E01004120,11
E01004121,13
E01004122,18
E01004123,24
E01004124,24
E01004125,23
E01004126,28
E01004127,19
E01004128,28
E01004129,29
E01004130,15
E01004131,15
E01004132,16
E01004133,16
E01004134,13
E01004135,17
E01004136,15
E01004137,40
E01004138,41
E01004139,37
E01004140,40
E01004141,41
E01004142,40
E01004143,38
E01004144,22
E01004145,15
E01004146,26
E01004147,18
E01004148,27
E01004149,33
E01004150,24
E01004151,24
E01004152,16
E01004153,13
E01004154,12
E01004155,11
E01004156,27
E01004157,13
E01004158,19
E01004159,18
E01004160,36
E01004161,18
E01004162,36
E01004163,19
E01004164,18
E01004165,18
E01004166,21
E01004167,14
E01004168,16
E01004169,18
E01004170,31
E01004171,16
E01004172,28
E01004173,32
E01004174,31
E01004175,15
E01004176,22
E01004177,30
E01004178,26
E01004179,26
E01004180,18
E01004181,17
E01004182,30
E01004183,15
E01004184,19
E01004185,20
E01004186,13
E01004187,22
E01004188,8
E01004189,23
E01004190,17
E01004191,13
E01004192,12
E01004193,14
E01004194,7
E01004195,11
E01004196,12
E01004197,139
E01004198,130
E01004199,144
E01004200,141
E01004201,110
E01004202,135
E01004203,156
E01004204,150
E01004205,205
E01004206,170
E01004207,118
E01004208,186
E01004209,141
E01004211,169
E01004212,158
E01004214,19
E01004215,34
E01004216,15
E01004217,24
E01004218,25
E01004219,70
E01004221,36
E01004222,73
E01004223,65
E01004224,59
E01004225,70
E01004226,85
E01004228,90
E01004229,97
E01004230,98
E01004231,100
E01004232,97
E01004233,87
E01004234,89
E01004235,41
E01004236,39
E01004237,56
E01004238,37
E01004239,48
E01004240,69
E01004241,73
E01004242,62
E01004243,52
E01004244,94
E01004245,48
E01004246,67
E01004247,72
E01004248,61
E01004249,58
E01004250,74
E01004251,66
E01004252,77
E01004253,91
E01004254,55
E01004255,52
E01004256,82
E01004257,88
E01004258,47
E01004259,122
E01004260,103
E01004261,92
E01004262,113
E01004263,123
E01004264,92
E01004266,111
E01004267,96
E01004268,98
E01004269,94
E01004270,81
E01004271,77
E01004272,73
E01004273,77
E01004274,22
E01004275,18
E01004276,33
E01004277,64
E01004280,29
E01004281,24
E01004283,105
E01004284,85
E01004285,77
E01004286,69
E01004287,136
E01004288,80
E01004289,95
E01004290,115
E01004291,62
E01004292,91
E01004293,93
E01004294,131
E01004295,134
E01004296,81
E01004297,72
E01004298,128
E01004300,80
E01004301,113
E01004302,117
E01004303,72
E01004304,142
E01004305,90
E01004306,199
E01004307,188
E01004308,204
E01004309,210
E01004310,193
E01004311,150
E01004312,155
E01004313,164
E01004314,160
E01004315,154
E01004316,181
E01004317,196
E01004318,161
E01004319,161
E01004321,164
E01004322,178
E01004323,161
E01004324,149
E01004325,178
E01004326,155
E01004327,62
E01004328,87
E01004329,73
E01004330,65
E01004331,68
E01004332,82
E01004333,59
E01004334,69
E01004335,87
E01004336,76
E01004337,109
E01004338,82
E01004339,67
E01004340,98
E01004341,91
E01004342,38
E01004343,27
E01004344,24
E01004345,26
E01004346,30
E01004347,44
E01004348,37
E01004349,5
E01004350,7
E01004351,15
E01004352,14
E01004353,13
E01004354,14
E01004355,20
E01004356,18
E01004357,17
E01004358,14
E01004359,14
E01004360,19
E01004361,22
E01004362,31
E01004363,82
E01004364,90
E01004365,107
E01004366,79
E01004367,95
E01004368,97
E01004369,78
E01004370,86
E01004371,95
E01004372,95
E01004373,72
E01004374,97
E01004375,69
E01004376,79
E01004377,14
E01004378,26
E01004379,19
E01004380,21
E01004381,17
E01004382,24
E01004383,20
E01004384,12
E01004385,5
E01004386,11
E01004387,23
E01004388,17
E01004389,22
E01004390,10
E01004391,84
E01004392,124
E01004393,80
E01004394,89
E01004395,39
E01004396,122
E01004397,122
E01004398,20
E01004399,23
E01004400,37
E01004401,48
E01004402,58
E01004403,36
E01004404,58
E01004405,101
E01004406,146
E01004407,70
E01004408,104
E01004409,117
E01004410,91
E01004411,136
E01004412,135
E01004413,11
E01004414,25
E01004415,27
E01004416,34
E01004417,32
E01004418,33
E01004419,30
E01004420,120
E01004421,92
E01004422,36
E01004423,115
E01004424,60
E01004425,48
E01004426,107
E01004427,39
E01004428,63
E01004429,58
E01004430,51
E01004432,111
E01004434,86
E01004435,84
E01004436,42
E01004437,73
E01004438,41
E01004439,78
E01004440,55
E01004441,45
E01004442,46
E01004443,146
E01004444,107
E01004445,142
E01004446,66
E01004447,155
E01004448,65
E01004449,125
E01004450,27
E01004451,24
E01004452,34
E01004453,31
E01004454,36
E01004455,30
E01004456,21
E01004457,102
E01004458,126
E01004459,69
E01004460,91
E01004461,84
E01004462,121
E01004463,59
E01004464,49
E01004465,42
E01004466,95
E01004467,39
E01004468,27
E01004469,27
E01004470,39
E01004471,32
E01004472,47
E01004473,48
E01004474,45
E01004475,41
E01004476,43
E01004477,36
E01004478,39
E01004479,54
E01004480,44
E01004481,80
E01004482,68
E01004483,64
E01004484,41
E01004485,49
E01004486,33
E01004487,47
E01004488,57
E01004489,52
E01004490,27
E01004491,28
E01004492,26
E01004493,40
E01004494,46
E01004495,38
E01004496,25
E01004497,20
E01004498,27
E01004499,51
E01004500,40
E01004501,37
E01004502,48
E01004503,29
E01004504,51
E01004505,15
E01004506,45
E01004507,47
E01004508,74
E01004509,49
E01004510,49
E01004511,48
E01004512,42
E01004513,50
E01004514,50
E01004515,62
E01004516,51
E01004517,56
E01004518,46
E01004519,95
E01004520,61
E01004521,53
E01004522,50
E01004523,42
E01004524,47
E01004525,115
E01004526,104
E01004527,111
E01004528,107
E01004529,99
E01004530,97
E01004531,107
E01004532,101
E01004533,112
E01004534,65
E01004535,68
E01004536,79
E01004537,70
E01004538,67
E01004539,38
E01004540,52
E01004541,65
E01004542,37
E01004543,42
E01004544,49
E01004545,53
E01004546,52
E01004547,47
E01004548,60
E01004549,47
E01004550,52
E01004551,77
E01004552,71
E01004553,63
E01004554,61
E01004555,50
E01004556,57
E01004557,53
E01004558,37
E01004559,32
E01004560,35
E01004562,63
E01004563,40
E01004564,43
E01004565,43
E01004566,29
E01004567,50
E01004568,14
E01004569,13
E01004570,14
E01004571,14
E01004572,11
E01004573,5
E01004574,12
E01004575,23
E01004576,5
E01004577,38
E01004579,48
E01004580,51
E01004581,50
E01004582,36
E01004583,42
E01004584,41
E01004585,75
E01004586,65
E01004587,33
E01004588,71
E01004589,60
E01004590,39
E01004591,34
E01004592,56
E01004593,50
E01004594,32
E01004595,39
E01004596,34
E01004597,47
E01004598,43
E01004599,34
E01004600,51
E01004601,55
E01004602,51
E01004604,41
E01004605,29
E01004606,47
E01004607,42
E01004608,49
E01004609,46
E01004610,97
E01004611,91
E01004612,99
E01004613,102
E01004614,85
E01004615,41
E01004616,100
E01004617,97
E01004618,84
E01004619,11
E01004620,38
E01004621,16
E01004622,29
E01004623,23
E01004624,17
E01004625,12
E01004626,33
E01004627,44
E01004628,31
E01004629,29
E01004630,21
E01004631,18
E01004632,25
E01004633,22
E01004634,7
E01004635,17
E01004636,5
E01004637,16
E01004638,18
E01004639,19
E01004640,44
E01004641,11
E01004642,13
E01004643,14
E01004644,22
E01004645,16
E01004646,72
E01004647,42
E01004648,61
E01004649,60
E01004650,64
E01004651,52
E01004652,103
E01004653,116
E01004654,108
E01004656,89
E01004657,131
E01004658,155
E01004659,103
E01004660,131
E01004661,140
E01004662,139
E01004663,160
E01004665,56
E01004666,62
E01004667,58
E01004668,59
E01004669,48
E01004670,106
E01004674,111
E01004675,102
E01004676,90
E01004677,77
E01004678,89
E01004679,114
E01004680,113
E01004681,105
E01004682,95
E01004683,81
E01004684,119
E01004686,140
E01004687,60
E01004688,49
E01004689,35
E01004690,62
E01004691,47
E01004692,44
E01004693,86
E01004694,62
E01004695,86
E01004696,89
E01004697,86
E01004698,96
E01004699,104
E01004700,71
E01004701,75
E01004702,104
E01004703,108
E01004705,86
E01004706,81
E01004707,62
E01004708,80
E01004709,62
E01004710,65
E01004711,63
E01004712,128
E01004713,172
E01004714,150
E01004715,157
E01004716,142
E01004717,140
E01004718,100
E01004719,89
E01004720,79
E01004721,100
E01004722,91
E01004723,77
E01004724,32
E01004725,75
E01004726,74
E01004727,93
E01004728,87
E01004729,80
E01004730,33
E01004731,56
E01004732,58
E01004733,63
E01004734,228
E01004735,227
E01004736,119
E01004737,61
E01004738,57
E01004739,54
E01004740,78
E01004741,67
E01004742,71
E01004743,63
E01004744,79
E01004745,69
E01004746,70
E01004747,73
E01004748,80
E01004749,80
E01004750,71
E01004751,68
E01004752,76
E01004753,65
E01004754,90
E01004755,123
E01004756,92
E01004757,101
E01004760,137
E01004761,103
E01004762,114
E01004763,262
E01004765,198
E01004766,33
E01004767,26
E01004768,6
E01004769,18
E01004770,14
E01004771,15
E01004772,12
E01004773,16
E01004774,14
E01004775,2
E01004776,9
E01004777,21
E01004778,7
E01004779,18
E01004780,6
E01004781,13
E01004782,7
E01004783,4
E01004784,23
E01004785,23
E01004786,25
E01004787,26
E01004788,6
E01004789,4
E01004790,7
E01004791,6
E01004792,20
E01004793,27
E01004794,30
E01004795,9
E01004796,15
E01004797,20
E01004798,9
E01004799,9
E01004800,7
E01004801,10
E01004802,15
E01004803,2
E01004804,3
E01004805,13
E01004806,13
E01004807,7
E01004808,6
E01004809,15
E01004810,15
E01004811,69
E01004812,59
E01004813,57
E01004814,22
E01004815,67
E01004816,58
E01004817,42
E01004818,49
E01004819,27
E01004820,36
E01004822,33
E01004823,86
E01004824,33
E01004825,37
E01004826,40
E01004827,50
E01004828,52
E01004829,52
E01004830,32
E01004831,20
E01004832,32
E01004833,16
E01004834,29
E01004835,8
E01004836,9
E01004837,3
E01004838,20
E01004839,19
E01004840,8
E01004841,7
E01004842,14
E01004843,15
E01004844,2
E01004845,6
E01004846,64
E01004847,75
E01004848,128
E01004849,91
E01004850,54
E01004851,92
E01004852,97
E01004853,63
E01004854,70
E01004855,53
E01004856,26
E01004857,29
E01004858,60
E01004859,57
E01004860,61
E01004861,36
E01004862,41
E01004863,36
E01004864,50
E01004865,33
E01004866,41
E01004867,37
E01004868,25
E01004869,35
E01004870,25
E01004871,72
E01004872,24
E01004873,19
E01004874,7
E01004875,12
E01004876,12
E01004877,38
E01004878,37
E01004879,48
E01004880,27
E01004881,31
E01004882,35
E01004883,21
E01004884,13
E01004885,3
E01004886,12
E01004887,6
E01004888,27
E01004889,28
E01004890,32
E01004891,12
E01004892,4
E01004893,20
E01004894,22
E01004895,20
E01004896,1
E01004897,2
E01004899,4
E01004900,16
E01004901,24
E01004902,58
E01004903,11
E01004904,8
E01004905,25
E01004906,53
E01004907,11
E01004908,3
E01004909,9
E01004910,8
E01004911,15
E01004912,14
E01004913,13
E01004914,9
E01004915,13
E01004916,10
E01004917,4
E01004918,13
E01004919,16
E01004920,10
E01004921,52
E01004922,29
E01004923,21
E01004924,34
E01004925,55
E01004926,21
E01004927,25
E01004928,26
E01004929,22
E01004930,25
E01004931,20
E01004932,20
E01004933,3
E01004934,4
E01004935,4
E01004936,25
E01004937,4
E01004938,21
E01004939,13
E01004940,6
E01004941,2
E01004942,7
E01004943,8
E01004944,6
E01004945,5
E01004946,2
E01004947,6
E01004948,2
E01004949,3
E01004950,1
E01004951,3
E01004952,3
E01004953,6
E01004954,4
E01004955,7
E01004956,10
E01004957,13
E01004958,26
E01004959,27
E01004960,11
E01004961,10
E01004962,8
E01004963,6
E01004964,7
E01004965,3
E01004966,4
E01004967,4
E01004968,7
E01004969,0
E01004970,7
E01004971,10
E01004972,18
E01004973,16
E01004974,18
E01004975,16
E01004976,2
E01004977,2
E01004978,5
E01004979,17
E01004980,14
E01004981,1
E01004982,1
E01004983,11
E01004984,2
E01004985,1
E01004986,6
E01004987,7
E01004988,7
E01004989,5
E01004990,9
E01004991,5
E01004992,5
E01004993,5
E01004994,15
E01004995,4
E01004996,13
E01004997,14
E01004998,6
E01004999,7
E01005000,5
E01005001,9
E01005002,6
E01005003,9
E01005004,10
E01005005,2
E01005006,2
E01005007,6
E01005008,13
E01005009,13
E01005010,1
E01005011,5
E01005012,7
E01005013,10
E01005014,5
E01005015,4
E01005016,4
E01005017,3
E01005018,3
E01005019,3
E01005020,1
E01005021,1
E01005022,0
E01005023,5
E01005024,65
E01005025,6
E01005026,62
E01005027,58
E01005028,46
E01005029,49
E01005030,7
E01005031,1
E01005032,3
E01005033,12
E01005034,15
E01005035,10
E01005036,12
E01005037,8
E01005038,3
E01005039,15
E01005040,14
E01005041,22
E01005042,17
E01005043,21
E01005044,18
E01005045,15
E01005046,5
E01005047,0
E01005048,5
E01005049,5
E01005050,3
E01005051,2
E01005052,2
E01005053,1
E01005054,4
E01005055,5
E01005056,4
E01005057,3
E01005058,5
E01005059,6
E01005060,3
E01005061,18
E01005062,41
E01005063,28
E01005065,42
E01005066,54
E01005067,11
E01005068,3
E01005069,11
E01005070,7
E01005071,10
E01005072,6
E01005073,8
E01005074,10
E01005075,5
E01005076,27
E01005077,5
E01005078,19
E01005079,7
E01005081,9
E01005082,12
E01005083,21
E01005084,7
E01005085,19
E01005086,16
E01005087,17
E01005088,27
E01005089,35
E01005090,28
E01005091,37
E01005092,17
E01005093,18
E01005094,17
E01005097,13
E01005098,8
E01005099,11
E01005100,16
E01005101,17
E01005102,10
E01005103,11
E01005104,12
E01005105,11
E01005106,17
E01005107,33
E01005108,47
E01005111,11
E01005112,8
E01005113,7
E01005114,13
E01005115,17
E01005116,12
E01005117,12
E01005118,35
E01005119,28
E01005120,31
E01005121,35
E01005122,26
E01005123,25
E01005124,21
E01005125,17
E01005126,13
E01005128,97
E01005129,22
E01005130,28
E01005132,18
E01005133,40
E01005135,9
E01005136,16
E01005138,9
E01005139,5
E01005140,11
E01005141,7
E01005142,74
E01005143,46
E01005145,61
E01005146,32
E01005147,59
E01005149,62
E01005150,37
E01005151,26
E01005152,38
E01005153,31
E01005154,40
E01005155,23
E01005156,30
E01005157,27
E01005158,27
E01005159,38
E01005160,15
E01005161,24
E01005162,34
E01005163,43
E01005164,23
E01005165,44
E01005166,52
E01005167,54
E01005168,25
E01005169,2
E01005170,2
E01005171,2
E01005172,26
E01005173,20
E01005174,24
E01005175,21
E01005176,20
E01005177,15
E01005178,42
E01005179,22
E01005180,36
E01005181,5
E01005182,44
E01005183,26
E01005184,31
E01005185,25
E01005186,27
E01005187,43
E01005188,48
E01005189,50
E01005190,67
E01005191,47
E01005192,29
E01005193,22
E01005194,76
E01005195,34
E01005196,39
E01005197,46
E01005198,45
E01005199,50
E01005200,35
E01005201,39
E01005202,41
E01005203,22
E01005205,37
E01005206,25
E01005207,45
E01005208,34
E01005209,59
E01005210,42
E01005212,50
E01005213,37
E01005214,41
E01005215,14
E01005216,46
E01005217,40
E01005218,45
E01005219,58
E01005220,41
E01005221,47
E01005222,35
E01005223,43
E01005224,46
E01005225,36
E01005226,35
E01005227,48
E01005228,40
E01005229,36
E01005230,64
E01005231,71
E01005232,51
E01005233,72
E01005234,76
E01005235,59
E01005236,71
E01005237,71
E01005238,83
E01005239,39
E01005240,44
E01005241,77
E01005242,78
E01005243,49
E01005244,76
E01005245,42
E01005246,54
E01005247,25
E01005248,21
E01005249,22
E01005250,23
E01005251,22
E01005252,20
E01005253,23
E01005254,28
E01005255,18
E01005256,26
E01005257,16
E01005258,27
E01005259,25
E01005260,8
E01005261,22
E01005262,11
E01005263,20
E01005264,5
E01005265,9
E01005266,12
E01005267,15
E01005268,18
E01005269,18
E01005270,33
E01005271,35
E01005272,31
E01005273,32
E01005274,30
E01005275,33
E01005276,34
E01005277,41
E01005278,41
E01005279,21
E01005280,71
E01005281,38
E01005282,53
E01005283,28
E01005284,67
E01005285,73
E01005286,55
E01005287,61
E01005288,72
E01005289,27
E01005290,19
E01005291,38
E01005292,22
E01005293,29
E01005294,14
E01005295,17
E01005296,39
E01005297,18
E01005298,41
E01005299,36
E01005300,17
E01005301,41
E01005302,41
E01005304,34
E01005305,34
E01005306,31
E01005307,33
E01005308,33
E01005309,37
E01005310,26
E01005311,37
E01005312,30
E01005313,27
E01005314,27
E01005315,38
E01005316,18
E01005317,8
E01005318,9
E01005319,13
E01005320,46
E01005321,30
E01005322,36
E01005323,16
E01005324,16
E01005325,25
E01005326,54
E01005327,19
E01005328,44
E01005329,10
E01005330,12
E01005331,40
E01005332,29
E01005333,8
E01005334,17
E01005335,7
E01005336,8
E01005337,40
E01005338,34
E01005339,9
E01005340,23
E01005341,20
E01005342,32
E01005343,25
E01005344,35
E01005345,20
E01005346,20
E01005347,23
E01005348,64
E01005349,79
E01005350,87
E01005351,38
E01005352,42
E01005353,94
E01005354,36
E01005355,19
E01005356,8
E01005357,9
E01005358,26
E01005359,10
E01005360,9
E01005361,27
E01005362,14
E01005363,23
E01005364,14
E01005365,4
E01005366,17
E01005367,10
E01005368,21
E01005369,24
E01005370,30
E01005371,20
E01005372,19
E01005373,15
E01005374,20
E01005375,8
E01005376,20
E01005377,12
E01005378,22
E01005379,16
E01005380,4
E01005381,33
E01005382,20
E01005383,14
E01005386,7
E01005387,12
E01005388,13
E01005389,14
E01005390,24
E01005391,26
E01005392,28
E01005393,28
E01005394,3
E01005395,9
E01005396,7
E01005397,4
E01005398,27
E01005399,20
E01005400,27
E01005401,31
E01005402,12
E01005403,24
E01005406,1
E01005407,0
E01005408,5
E01005409,5
E01005410,2
E01005411,5
E01005412,5
E01005413,3
E01005414,0
E01005415,2
E01005416,3
E01005417,6
E01005418,13
E01005419,13
E01005420,9
E01005421,21
E01005422,16
E01005427,60
E01005428,39
E01005429,37
E01005430,35
E01005431,35
E01005432,27
E01005433,73
E01005434,59
E01005435,53
E01005436,43
E01005437,48
E01005438,40
E01005439,33
E01005440,5
E01005441,4
E01005442,5
E01005443,3
E01005444,21
E01005445,22
E01005446,18
E01005447,22
E01005448,32
E01005449,26
E01005450,32
E01005451,32
E01005452,6
E01005453,8
E01005454,17
E01005455,17
E01005456,25
E01005459,97
E01005460,38
E01005461,65
E01005462,48
E01005463,45
E01005464,19
E01005465,17
E01005466,10
E01005467,8
E01005468,5
E01005469,19
E01005470,56
E01005471,36
E01005472,12
E01005473,30
E01005474,9
E01005475,43
E01005476,14
E01005477,14
E01005478,13
E01005479,3
E01005480,15
E01005481,14
E01005482,93
E01005483,81
E01005484,69
E01005485,83
E01005486,77
E01005487,61
E01005488,2
E01005489,6
E01005490,8
E01005491,5
E01005492,3
E01005493,6
E01005494,17
E01005495,20
E01005496,5
E01005497,28
E01005498,29
E01005499,15
E01005500,13
E01005501,33
E01005502,36
E01005503,17
E01005504,35
E01005505,30
E01005506,23
E01005507,13
E01005508,11
E01005509,37
E01005510,17
E01005511,17
E01005512,19
E01005513,11
E01005514,7
E01005515,14
E01005516,6
E01005517,3
E01005518,1
E01005519,15
E01005520,14
E01005521,15
E01005522,18
E01005523,21
E01005524,50
E01005525,9
E01005526,9
E01005527,14
E01005528,18
E01005529,43
E01005530,43
E01005531,9
E01005532,11
E01005533,42
E01005534,11
E01005535,9
E01005536,24
E01005537,11
E01005538,20
E01005539,47
E01005540,18
E01005541,29
E01005542,11
E01005543,8
E01005544,12
E01005545,9
E01005546,5
E01005547,4
E01005548,41
E01005549,24
E01005550,9
E01005551,14
E01005552,8
E01005553,29
E01005554,10
E01005555,11
E01005556,11
E01005557,10
E01005558,10
E01005559,13
E01005560,12
E01005561,5
E01005562,8
E01005563,33
E01005564,61
E01005565,14
E01005566,17
E01005567,11
E01005568,54
E01005569,21
E01005570,5
E01005571,4
E01005572,5
E01005573,5
E01005574,1
E01005575,2
E01005576,3
E01005577,5
E01005578,16
E01005579,23
E01005580,52
E01005581,35
E01005583,87
E01005585,39
E01005586,11
E01005587,7
E01005588,6
E01005589,19
E01005590,50
E01005591,10
E01005592,17
E01005593,12
E01005594,7
E01005595,9
E01005596,8
E01005597,2
E01005598,18
E01005599,44
E01005600,43
E01005601,36
E01005602,33
E01005603,30
E01005604,23
E01005605,17
E01005609,35
E01005610,27
E01005611,36
E01005612,42
E01005613,71
E01005614,61
E01005615,42
E01005616,9
E01005617,11
E01005618,11
E01005619,11
E01005620,10
E01005621,13
E01005622,9
E01005623,7
E01005624,7
E01005625,8
E01005626,10
E01005627,13
E01005628,9
E01005629,8
E01005630,13
E01005631,40
E01005632,53
E01005633,13
E01005634,16
E01005635,30
E01005636,41
E01005637,29
E01005638,41
E01005639,13
E01005640,13
E01005641,14
E01005642,15
E01005643,14
E01005644,12
E01005645,13
E01005646,58
E01005647,18
E01005648,7
E01005649,33
E01005650,29
E01005651,66
E01005652,7
E01005653,21
E01005654,45
E01005655,42
E01005656,40
E01005657,41
E01005658,40
E01005659,11
E01005660,21
E01005661,12
E01005662,17
E01005663,19
E01005664,20
E01005665,21
E01005667,21
E01005670,27
E01005671,38
E01005672,38
E01005673,7
E01005674,17
E01005675,5
E01005676,2
E01005677,14
E01005678,14
E01005679,15
E01005680,34
E01005681,44
E01005682,34
E01005683,28
E01005686,37
E01005687,26
E01005688,33
E01005689,29
E01005690,33
E01005691,7
E01005692,31
E01005693,9
E01005694,11
E01005695,10
E01005696,10
E01005697,10
E01005698,25
E01005699,11
E01005700,26
E01005701,13
E01005702,29
E01005703,23
E01005704,21
E01005705,28
E01005706,39
E01005707,28
E01005708,29
E01005709,14
E01005710,23
E01005711,10
E01005712,30
E01005713,4
E01005714,11
E01005715,7
E01005716,7
E01005717,4
E01005718,29
E01005719,32
E01005720,13
E01005721,36
E01005722,16
E01005723,26
E01005724,12
E01005725,18
E01005726,11
E01005727,21
E01005728,33
E01005729,30
E01005730,24
E01005731,15
E01005732,11
E01005733,10
E01005734,9
E01005735,9
E01005736,8
E01005737,4
E01005738,7
E01005739,8
E01005740,5
E01005741,5
E01005742,9
E01005743,7
E01005744,14
E01005745,8
E01005746,13
E01005747,7
E01005748,8
E01005749,17
E01005750,8
E01005751,12
E01005752,21
E01005753,8
E01005754,6
E01005755,10
E01005756,8
E01005757,13
E01005758,65
E01005759,33
E01005760,41
E01005761,8
E01005762,15
E01005763,8
E01005764,27
E01005765,18
E01005766,39
E01005767,3
E01005768,24
E01005769,15
E01005770,13
E01005771,11
E01005772,16
E01005773,16
E01005774,15
E01005775,14
E01005776,5
E01005777,6
E01005778,12
E01005779,12
E01005780,11
E01005781,4
E01005782,4
E01005783,8
E01005784,5
E01005785,9
E01005786,6
E01005787,7
E01005788,11
E01005789,7
E01005790,5
E01005791,3
E01005792,4
E01005793,7
E01005794,4
E01005795,6
E01005796,4
E01005797,27
E01005798,21
E01005799,14
E01005800,22
E01005801,8
E01005802,16
E01005803,5
E01005804,41
E01005805,7
E01005806,6
E01005807,6
E01005808,4
E01005809,3
E01005810,12
E01005811,5
