lsoa11cd,FHRSID
E01019404,22
E01019405,0
E01019406,1
E01019407,28
E01019408,23
E01019409,3
E01019410,2
E01019411,2
E01019412,1
E01019413,3
E01019414,1
E01019415,27
E01019416,2
E01019417,27
E01019418,7
E01019419,1
E01019420,2
E01019421,3
E01019422,3
E01019423,1
E01019424,1
E01019425,3
E01019426,3
E01019427,3
E01019428,2
E01019429,2
E01019430,2
E01019431,18
E01019432,3
E01019433,15
E01019434,16
E01019435,8
E01019436,19
E01019437,8
E01019438,15
E01019439,20
E01019440,18
E01019441,16
E01019442,2
E01019443,11
E01019444,6
E01019445,7
E01019446,2
E01019447,1
E01019448,2
E01019449,2
E01019450,2
E01019451,8
E01019452,9
E01019453,9
E01019454,19
E01019455,19
E01019456,19
E01019457,5
E01019458,20
E01019459,20
E01019460,0
E01019461,21
E01019462,20
E01019463,19
E01019464,1
E01019465,2
E01019467,1
E01019468,11
E01019469,14
E01019470,13
E01019471,10
E01019472,0
E01019473,3
E01019474,3
E01019475,3
E01019476,3
E01019477,1
E01019478,5
E01019479,5
E01019480,1
E01019481,1
E01019482,5
E01019483,14
E01019484,1
E01019485,15
E01019486,17
E01019487,17
E01019488,11
E01019489,18
E01019490,18
E01019491,7
E01019492,6
E01019493,7
E01019494,7
E01019495,5
E01019496,3
E01019497,5
E01019498,5
E01019499,7
E01019500,7
E01019501,7
E01019502,1
E01019503,1
E01019504,7
E01019505,3
E01019506,2
E01019507,25
E01019508,20
E01019509,2
E01019510,23
E01019511,24
E01019512,15
E01019513,7
E01019514,7
E01019515,7
E01019516,8
E01019517,4
E01019518,5
E01019519,7
E01019520,0
E01019521,7
E01019522,6
E01019523,5
E01019524,4
E01019525,4
E01019526,6
E01019527,2
E01019528,6
E01019529,6
E01019530,6
E01019531,5
E01019532,4
E01019533,3
E01019534,5
E01019535,2
E01019536,5
E01019537,4
E01019538,61
E01019539,19
E01019540,25
E01019541,4
E01019542,10
E01019543,4
E01019544,7
E01019545,8
E01019546,8
E01019547,8
E01019548,12
E01019549,1
E01019550,2
E01019551,2
E01019552,6
E01019553,3
E01019554,25
E01019555,20
E01019556,31
E01019557,6
E01019558,3
E01019559,3
E01019560,3
E01019561,4
E01019562,4
E01019563,2
E01019564,5
E01019565,7
E01019566,9
E01019567,4
E01019568,7
E01019569,10
E01019570,9
E01019571,11
E01019572,5
E01019573,5
E01019574,7
E01019575,13
E01019576,10
E01019577,6
E01019578,7
E01019579,45
E01019580,10
E01019581,12
E01019582,8
E01019583,15
E01019585,6
E01019586,10
E01019587,6
E01019588,6
E01019589,3
E01019590,10
E01019591,13
E01019592,5
E01019593,5
E01019594,11
E01019595,10
E01019596,12
E01019597,4
E01019598,12
E01019599,15
E01019600,15
E01019601,15
E01019602,3
E01019603,2
E01019604,4
E01019605,0
E01019606,2
E01019607,2
E01019608,6
E01019609,0
E01019610,6
E01019611,0
E01019612,1
E01019613,0
E01019614,6
E01019615,0
E01019616,2
E01019617,2
E01019618,1
E01019619,6
E01019620,7
E01019621,9
E01019622,7
E01019623,11
E01019624,7
E01019625,11
E01019626,10
E01019627,0
E01019628,5
E01019629,0
E01019630,0
E01019631,4
E01019632,1
E01019633,6
E01019634,1
E01019635,6
E01019636,6
E01019638,4
E01019639,10
E01019640,2
E01019641,7
E01019642,5
E01019643,7
E01019644,8
E01019645,11
E01019646,7
E01019647,39
E01019648,8
E01019649,20
E01019650,8
E01019651,10
E01019652,13
E01019653,9
E01019654,6
E01019655,6
E01019656,1
E01019657,19
E01019658,10
E01019659,9
E01019660,36
E01019661,25
E01019662,33
E01019663,5
E01019664,5
E01019665,7
E01019666,5
E01019667,5
E01019668,7
E01019669,5
E01019670,0
E01019671,0
E01019672,33
E01019673,29
E01019674,27
E01019675,32
E01019676,32
E01019677,9
E01019678,4
E01019679,37
E01019680,30
E01019681,24
E01019682,32
E01019683,6
E01019684,5
E01019685,7
E01019686,1
E01019687,7
E01019688,11
E01019689,16
E01019690,32
E01019691,6
E01019692,10
E01019693,11
E01019694,4
E01019695,9
E01019696,8
E01019697,5
E01019698,8
E01019699,7
E01019700,9
E01019701,2
E01019702,2
E01019703,3
E01019704,2
E01019705,12
E01019706,11
E01019707,8
E01019708,6
E01019709,9
E01019710,10
E01019711,4
E01019712,4
E01019713,0
E01019714,1
E01019715,14
E01019716,16
E01019717,16
E01019718,8
E01019719,9
E01019720,7
E01019721,7
E01019722,9
E01019723,15
E01019724,6
E01019725,3
E01019726,4
E01019727,14
E01019728,5
E01019729,5
E01019730,3
E01019731,8
E01019732,5
E01019733,5
E01019734,2
E01019735,3
E01019736,0
E01019737,3
E01019738,14
E01019739,14
E01019740,14
E01019741,0
E01019742,0
E01019743,14
E01019744,12
E01019745,15
E01019746,13
E01019747,13
E01019748,13
E01019749,0
E01019750,1
E01019751,6
E01019752,2
E01019753,2
E01019754,1
E01019755,0
E01019756,1
E01019757,4
E01019758,12
E01019759,7
E01019760,13
E01019761,6
E01019762,9
E01019763,1
E01019764,0
E01019765,1
E01019766,2
E01019767,2
E01019768,14
E01019769,3
E01019770,0
E01019771,2
E01019772,1
E01019773,13
E01019774,4
E01019775,12
E01019776,11
E01019777,9
E01019778,5
E01019779,9
E01019780,14
E01019781,15
E01019782,14
E01019783,7
E01019784,4
E01019785,4
E01019786,13
E01019787,5
E01019788,5
E01019790,8
E01019791,13
E01019792,8
E01019793,9
E01019794,5
E01019795,11
E01019796,5
E01019797,4
E01019798,4
E01019799,8
E01019800,6
E01019801,7
E01019802,8
E01019803,4
E01019804,7
E01019805,4
E01019806,7
E01019807,7
E01019808,3
E01019809,4
E01019810,5
E01019811,4
E01019812,1
E01019813,4
E01019814,1
E01019815,3
E01019816,0
E01019817,3
E01019818,2
E01019819,1
E01019820,4
E01019821,3
E01019822,1
E01019823,3
E01019824,4
E01019825,4
E01019826,4
E01019827,1
E01019828,5
E01019829,5
E01019830,2
E01019831,1
E01019832,1
E01019833,2
E01019834,0
E01019835,5
E01019837,5
E01019838,4
E01019839,0
E01019840,4
E01019841,4
E01019842,4
E01019843,2
E01019844,2
E01019845,4
E01019846,4
E01019847,3
E01019848,3
E01019850,0
E01019851,1
E01019852,3
E01019853,11
E01019854,10
E01019855,11
E01019856,10
E01019857,8
E01019858,7
E01019859,18
E01019860,9
E01019861,7
E01019862,4
E01019863,9
E01019864,7
E01019865,8
E01019866,0
E01019867,1
E01019868,2
E01019869,2
E01019870,2
E01019871,0
E01019872,1
E01019873,5
E01019874,6
E01019875,6
E01019876,21
E01019877,19
E01019878,20
E01019879,5
E01019880,4
E01019881,1
E01019882,4
E01019883,4
E01019885,5
E01019886,1
E01019887,12
E01019888,11
E01019889,11
E01019890,8
E01019891,2
E01019892,1
E01019893,0
E01019894,13
E01019895,1
E01019896,12
E01019897,12
E01019898,2
E01019899,5
E01019900,5
E01019901,0
E01019902,2
E01019903,1
E01019904,3
E01019905,1
E01019906,1
E01019907,1
E01019908,3
E01019909,7
E01019910,33
E01019911,4
E01019912,38
E01019913,2
E01019914,4
E01019915,4
E01019916,40
E01019917,40
E01019918,40
E01019919,39
E01019920,5
E01019921,4
E01019922,10
E01019923,7
E01019924,2
E01019925,1
E01019927,15
E01019928,16
E01019929,12
E01019930,3
E01019931,3
E01019932,15
E01019933,15
E01019934,15
E01019935,1
E01019936,1
E01019937,2
E01019938,0
E01019939,1
E01019940,2
E01019942,10
E01019943,9
E01019944,11
E01019945,0
E01019946,18
E01019947,18
E01019948,10
E01019949,6
E01019950,21
E01019951,1
E01019952,1
E01019953,3
E01019954,4
E01019955,5
E01019956,33
E01019957,31
E01019958,7
E01019959,0
E01019960,0
E01019961,4
E01019962,1
E01019963,4
E01019964,0
E01019965,2
E01019966,0
E01019967,0
E01019968,6
E01019969,11
E01019970,5
E01019971,58
E01019972,29
E01019973,18
E01019974,8
E01019975,17
E01019976,8
E01019977,16
E01019980,5
E01019981,5
E01019982,2
E01019983,5
E01019984,2
E01019985,19
E01019986,10
E01019987,23
E01019988,9
E01019989,17
E01019990,3
E01019991,9
E01019992,10
E01019993,1
E01019994,51
E01019995,76
E01019996,71
E01019997,34
E01019998,4
E01019999,15
E01020000,11
E01020001,1
E01020002,7
E01020003,6
E01020004,4
E01020005,8
E01020006,14
E01020007,25
E01020008,27
E01020009,35
E01020010,5
E01020011,3
E01020012,3
E01020013,10
E01020014,7
E01020015,5
E01020016,85
E01020017,64
E01020018,79
E01020019,36
E01020020,60
E01020021,69
E01020022,82
E01020023,13
E01020024,50
E01020025,75
E01020026,6
E01020027,6
E01020029,31
E01020030,51
E01020031,22
E01020032,34
E01020033,8
E01020035,3
E01020036,15
E01020037,9
E01020038,7
E01020039,10
E01020040,11
E01020041,7
E01020042,4
E01020043,3
E01020044,1
E01020045,2
E01020046,0
E01020047,7
E01020048,21
E01020049,0
E01020050,4
E01020051,3
E01020052,19
E01020053,5
E01020054,9
E01020055,12
E01020056,1
E01020057,11
E01020058,7
E01020059,4
E01020060,7
E01020061,7
E01020062,4
E01020063,1
E01020064,4
E01020065,17
E01020066,7
E01020067,8
E01020068,0
E01020069,1
E01020070,0
E01020071,2
E01020072,0
E01020073,1
E01020074,2
E01020075,1
E01020076,1
E01020077,0
E01020078,18
E01020079,18
E01020080,1
E01020081,5
E01020082,0
E01020083,2
E01020084,11
E01020085,10
E01020086,2
E01020087,1
E01020088,1
E01020089,12
E01020090,10
E01020091,2
E01020092,11
E01020093,13
E01020094,56
E01020095,49
E01020096,56
E01020097,0
E01020098,4
E01020099,8
E01020100,1
E01020101,8
E01020102,4
E01020103,16
E01020104,10
E01020105,4
E01020106,1
E01020107,4
E01020108,3
E01020109,3
E01020110,3
E01020111,33
E01020112,33
E01020113,32
E01020114,32
E01020115,8
E01020116,28
E01020117,9
E01020118,17
E01020119,0
E01020120,2
E01020121,1
E01020122,0
E01020123,9
E01020124,11
E01020125,11
E01020126,12
E01020127,0
E01020128,12
E01020129,13
E01020130,24
E01020131,1
E01020132,41
E01020133,20
E01020134,41
E01020135,21
E01020136,21
E01020137,23
E01020138,2
E01020139,44
E01020140,17
E01020141,13
E01020142,0
E01020143,0
E01020144,5
E01020145,0
E01020146,5
E01020147,2
E01020148,1
E01020149,0
E01020150,4
E01020151,14
E01020152,13
E01020153,1
E01020154,7
E01020155,4
E01020156,3
E01020157,0
E01020158,5
E01020159,0
E01020160,0
E01020161,4
E01020162,2
E01020163,4
E01020164,4
E01020165,0
E01020166,4
E01020167,1
E01020168,20
E01020169,20
E01020170,5
E01020171,4
E01020172,3
E01020173,12
E01020174,1
E01020175,0
E01020176,3
E01020177,3
E01020178,1
E01020179,0
E01020180,27
E01020181,12
E01020182,1
E01020183,27
E01020184,26
E01020185,1
E01020186,0
E01020187,1
E01020188,0
E01020189,20
E01020190,3
E01020191,0
E01020192,1
E01020193,0
E01020194,2
E01020195,16
E01020196,17
E01020197,2
E01020198,4
E01020199,4
E01020200,2
E01020201,2
E01020202,0
E01020203,7
E01020204,4
E01020205,0
E01020206,7
E01020207,1
E01020208,3
E01020209,3
E01020210,2
E01020211,3
E01020212,1
E01020213,1
E01020214,1
E01020215,2
E01020216,22
E01020217,25
E01020218,23
E01020219,25
E01020220,4
E01020221,4
E01020222,4
E01020223,0
E01020224,23
E01020225,24
E01020226,23
E01020227,2
E01020228,16
E01020229,8
E01020230,16
E01020231,6
E01020232,17
E01020233,1
E01020234,14
E01020235,15
E01020236,6
E01020237,0
E01020238,2
E01020239,2
E01020240,2
E01020241,3
E01020242,2
E01020243,1
E01020244,1
E01020245,1
E01020246,0
E01020247,2
E01020248,3
E01020249,3
E01020250,4
E01020251,3
E01020252,5
E01020253,3
E01020254,4
E01020255,6
E01020256,3
E01020257,2
E01020258,6
E01020259,0
E01020260,4
E01020261,3
E01020262,0
E01020263,2
E01020264,28
E01020265,3
E01020266,26
E01020267,28
E01020268,1
E01020269,26
E01020270,4
E01020271,28
E01020272,3
E01020273,0
E01020274,0
E01020275,9
E01020276,4
E01020277,26
E01020278,3
E01020279,20
E01020280,25
E01020281,2
E01020282,24
E01020283,6
E01020284,26
E01020285,6
E01020286,0
E01020287,0
E01020288,1
E01020289,0
E01020290,0
E01020291,2
E01020292,2
E01020293,12
E01020294,12
E01020295,0
E01020296,0
E01020297,4
E01020298,4
E01020299,14
E01020300,6
E01020301,0
E01020302,0
E01020303,1
E01020304,10
E01020305,10
E01020306,10
E01020307,10
E01020308,0
E01020309,0
E01020310,11
E01020311,2
E01020312,3
E01020313,3
E01020314,0
E01020315,1
E01020316,0
E01020317,0
E01020318,7
E01020319,0
E01020320,0
E01020321,1
E01020322,0
E01020323,0
E01020324,0
E01020325,0
E01020326,1
E01020327,7
E01020328,8
E01020329,8
E01020330,8
E01020331,0
E01020332,22
E01020333,22
E01020334,4
E01020335,23
E01020336,1
E01020337,20
E01020338,2
E01020339,0
E01020340,0
E01020341,1
E01020342,1
E01020343,2
E01020344,3
E01020345,3
E01020346,13
E01020347,14
E01020348,14
E01020349,8
E01020350,8
E01020351,7
E01020352,4
E01020353,6
E01020354,13
E01020355,7
E01020356,5
E01020357,5
E01020358,5
E01020359,10
E01020360,12
E01020361,8
E01020362,8
E01020363,7
E01020364,16
E01020365,2
E01020366,10
E01020367,21
E01020368,22
E01020369,3
E01020370,14
E01020371,2
E01020372,8
E01020373,1
E01020374,1
E01020375,5
E01020376,5
E01020377,4
E01020378,4
E01020379,3
E01020380,10
E01020381,4
E01020382,4
E01020383,5
E01020384,3
E01020385,3
E01020386,4
E01020387,2
E01020388,2
E01020389,1
E01020390,6
E01020391,4
E01020392,6
E01020393,2
E01020394,2
E01020395,4
E01020396,0
E01020397,2
E01020398,0
E01020399,1
E01020400,0
E01020401,1
E01020402,1
E01020403,1
E01020404,1
E01020405,2
E01020406,3
E01020407,3
E01020408,3
E01020409,3
E01020410,3
E01020411,2
E01020412,0
E01020413,1
E01020414,1
E01020415,1
E01020416,1
E01020417,0
E01020418,0
E01020419,0
E01020420,1
E01020421,4
E01020422,3
E01020423,3
E01020424,0
E01020425,2
E01020426,16
E01020427,8
E01020428,13
E01020429,14
E01020430,2
E01020431,3
E01020432,0
E01020433,0
E01020434,2
E01020435,14
E01020436,4
E01020437,21
E01020438,22
E01020439,23
E01020440,0
E01020441,0
E01020442,2
E01020443,11
E01020444,1
E01020445,1
E01020446,2
E01020447,8
E01020448,2
E01020449,3
E01020450,0
E01020452,17
E01020453,0
E01020454,19
E01020455,19
E01020456,7
E01020457,18
E01020458,10
E01020459,10
E01020460,0
E01020462,0
E01020463,3
E01020464,7
E01020465,2
E01020466,5
E01020467,2
E01020468,1
E01020469,2
E01020470,2
E01020471,5
E01020472,3
E01020473,6
E01020474,3
E01020475,3
E01020476,3
E01020477,3
E01020478,19
E01020479,20
E01020480,4
E01020481,13
E01020482,19
E01020483,6
E01020484,9
E01020485,9
E01020486,10
E01020487,2
E01020488,6
E01020489,0
E01020490,0
E01020491,7
E01020492,7
E01020493,2
E01020494,0
E01020495,8
E01020496,8
E01020497,1
E01020498,3
E01020499,29
E01020500,34
E01020501,12
E01020502,34
E01020503,34
E01020504,4
E01020505,3
E01020506,1
E01020507,3
E01020508,1
E01020509,2
E01020510,2
E01020511,6
E01020512,1
E01020513,6
E01020514,8
E01020515,13
E01020516,17
E01020517,1
E01020518,43
E01020519,46
E01020520,4
E01020523,51
E01020524,7
E01020525,7
E01020526,19
E01020527,52
E01020528,17
E01020529,1
E01020530,0
E01020531,1
E01020532,18
E01020533,13
E01020534,4
E01020535,1
E01020536,2
E01020537,1
E01020538,3
E01020539,0
E01020540,1
E01020541,0
E01020542,24
E01020543,23
E01020544,28
E01020546,26
E01020547,2
E01020549,2
E01020550,0
E01020551,3
E01020552,4
E01020553,34
E01020554,70
E01020555,58
E01020556,16
E01020557,2
E01020558,4
E01020559,3
E01020560,4
E01020561,9
E01020562,11
E01020563,8
E01020564,4
E01020565,11
E01020566,1
E01020569,6
E01020570,2
E01020571,5
E01020572,56
E01020573,70
E01020574,18
E01020575,15
E01020576,4
E01020577,16
E01020578,18
E01020579,5
E01020580,5
E01020581,53
E01020582,58
E01020583,6
E01020584,31
E01020585,8
E01020586,7
E01020587,4
E01020588,7
E01020589,8
E01020590,6
E01020591,6
E01020592,35
E01020593,34
E01020594,30
E01020595,28
E01020596,16
E01020597,10
E01020598,27
E01020599,17
E01020600,8
E01020601,4
E01020602,14
E01020603,2
E01020604,0
E01020605,3
E01020606,2
E01020607,3
E01020608,5
E01020609,3
E01020610,3
E01020611,4
E01020612,2
E01020613,3
E01020614,4
E01020615,4
E01020616,3
E01020617,3
E01020618,3
E01020619,9
E01020620,7
E01020621,8
E01020622,1
E01020623,3
E01020624,6
E01020625,11
E01020626,8
E01020627,8
E01020628,5
E01020629,8
E01020630,7
E01020631,5
E01020632,12
E01020633,2
E01020634,3
E01020635,2
E01020636,1
E01020637,1
E01020638,6
E01020639,3
E01020640,32
E01020641,34
E01020642,28
E01020643,31
E01020644,2
E01020645,1
E01020646,1
E01020647,7
E01020648,11
E01020649,3
E01020650,5
E01020651,4
E01020652,18
E01020653,3
E01020654,1
E01020655,1
E01020656,1
E01020657,1
E01020658,9
E01020659,9
E01020660,2
E01020661,22
E01020662,18
E01020663,5
E01020664,6
E01020665,6
E01020666,6
E01020667,7
E01020668,6
E01020669,5
E01020670,23
E01020671,11
E01020672,6
E01020673,26
E01020674,2
E01020675,22
E01020676,4
E01020677,3
E01020678,3
E01020679,5
E01020680,3
E01020681,5
E01020682,18
E01020683,13
E01020684,15
E01020685,9
E01020686,10
E01020687,2
E01020688,5
E01020689,10
E01020690,14
E01020691,15
E01020692,16
E01020693,22
E01020694,5
E01020695,4
E01020696,0
E01020697,6
E01020698,6
E01020699,6
E01020700,3
E01020701,6
E01020702,6
E01020703,47
E01020704,43
E01020705,7
E01020706,7
E01020708,9
E01020709,1
E01020710,19
E01020711,13
E01020712,3
E01020713,2
E01020714,1
E01020715,4
E01020716,6
E01020717,7
E01020718,16
E01020719,5
E01020720,11
E01020721,7
E01020722,11
E01020723,17
E01020724,21
E01020725,1
E01020726,4
E01020727,4
E01020729,1
E01020730,6
E01020731,6
E01020732,1
E01020733,24
E01020734,8
E01020735,7
E01020736,3
E01020737,7
E01020738,9
E01020739,7
E01020740,34
E01020741,32
E01020742,28
E01020743,8
E01020744,24
E01020745,31
E01020746,25
E01020747,13
E01020748,14
E01020749,14
E01020750,9
E01020751,8
E01020752,7
E01020753,9
E01020754,5
E01020756,3
E01020757,32
E01020758,34
E01020759,21
E01020760,5
E01020761,5
E01020762,5
E01020763,2
E01020764,15
E01020765,4
E01020766,37
E01020767,12
E01020768,10
E01020769,2
E01020770,5
E01020771,4
E01020772,1
E01020773,20
E01020775,11
E01020776,1
E01020777,3
E01020778,2
E01020779,1
E01020780,32
E01020781,11
E01020782,27
E01020783,10
E01020784,30
E01020786,5
E01020787,11
E01020788,5
E01020789,6
E01020790,5
E01020791,6
E01020792,3
E01020793,6
E01020794,5
E01020795,3
E01020796,2
E01020797,4
E01020798,11
E01020799,17
E01020801,19
E01020802,18
E01020803,3
E01020805,3
E01020806,16
E01020807,14
E01020808,16
E01020809,3
E01020810,2
E01020811,2
E01020812,3
E01020813,3
E01020814,5
E01020815,2
E01020816,4
E01020817,12
E01020818,19
E01020819,20
E01020820,21
E01020821,3
E01020822,1
E01020823,4
E01020824,24
E01020825,23
E01020826,5
E01020827,3
E01020828,10
E01020829,11
E01020830,12
E01020831,18
E01020832,22
E01020833,9
E01020834,18
E01020835,21
E01020836,22
E01020837,14
E01020838,18
E01020839,19
E01020840,7
E01020841,18
E01020842,4
E01020843,1
E01020844,6
E01020845,19
E01020846,2
E01020847,20
E01020848,3
E01020849,8
E01020850,2
E01020851,0
E01020852,20
E01020853,18
E01020854,19
E01020855,20
E01020856,3
E01020857,1
E01020858,0
E01020859,0
E01020860,5
E01020861,5
E01020862,1
E01020863,1
E01020864,0
E01020865,3
E01020866,1
E01020867,2
E01020868,31
E01020869,29
E01020870,9
E01020871,13
E01020872,32
E01020873,3
E01020874,3
E01020875,1
E01020876,19
E01020877,20
E01020878,20
E01020879,12
E01020880,1
E01020881,1
E01020882,1
E01020883,1
E01020884,12
E01020885,11
E01020886,23
E01020887,2
E01020888,1
E01020889,0
E01020890,7
E01020891,7
E01020892,8
E01020893,2
E01020894,8
E01020895,8
E01020896,7
E01020897,10
E01020898,19
E01020899,19
E01020900,8
E01020901,9
E01020902,9
E01020903,8
E01020904,10
E01020905,5
E01020906,2
E01020907,13
E01020908,9
E01020909,14
E01020910,64
E01020911,85
E01020912,80
E01020913,18
E01020914,56
E01020915,19
E01020916,77
E01020917,3
E01020918,6
E01020919,8
E01020920,8
E01020921,7
E01020922,10
E01020923,2
E01020924,8
E01020925,8
E01020926,9
E01020927,8
E01020928,10
E01020929,9
E01020930,2
E01020931,12
E01020932,36
E01020933,4
E01020934,4
E01020935,77
E01020936,79
E01020937,54
E01020938,15
E01020939,15
E01020940,17
E01020941,11
E01020942,11
E01020943,15
E01020944,12
E01020945,4
E01020946,2
E01020947,8
E01020948,14
E01020949,2
E01020950,4
E01020951,14
E01020952,21
E01020953,14
E01020954,23
E01020955,13
E01020956,13
E01020957,9
E01020959,15
E01020960,7
E01020961,8
E01020962,3
E01020963,15
E01020964,19
E01020965,63
E01020966,54
E01020967,19
E01020968,74
E01020969,9
E01020970,3
E01020971,10
E01020972,15
E01020973,11
E01020974,5
E01020975,29
E01020976,39
E01020977,16
E01020978,63
E01020979,42
E01020980,64
E01020981,57
E01020982,29
E01020983,32
E01020984,33
E01020985,23
E01020986,1
E01020987,4
E01020988,1
E01020989,34
E01020990,21
E01020991,30
E01020992,33
E01020993,9
E01020994,8
E01020995,7
E01020996,2
E01020997,6
E01020998,26
E01020999,3
E01021000,11
E01021001,13
E01021002,25
E01021003,54
E01021004,9
E01021005,7
E01021006,10
E01021007,2
E01021008,8
E01021009,4
E01021010,11
E01021011,18
E01021012,12
E01021013,12
E01021014,38
E01021015,15
E01021016,7
E01021017,3
E01021018,2
E01021019,11
E01021020,10
E01021021,13
E01021022,2
E01021023,2
E01021024,4
E01021025,0
E01021026,5
E01021027,6
E01021028,5
E01021029,4
E01021030,8
E01021031,8
E01021032,2
E01021033,24
E01021034,8
E01021035,33
E01021036,20
E01021037,8
E01021038,39
E01021039,31
E01021040,22
E01021041,5
E01021042,6
E01021043,16
E01021044,12
E01021045,14
E01021046,4
E01021047,8
E01021048,18
E01021049,17
E01021050,11
E01021051,15
E01021052,7
E01021053,7
E01021054,0
E01021055,6
E01021056,6
E01021057,6
E01021058,10
E01021059,6
E01021060,5
E01021061,2
E01021062,2
E01021063,1
E01021064,12
E01021065,13
E01021066,10
E01021067,1
E01021068,0
E01021069,17
E01021070,18
E01021071,16
E01021072,3
E01021073,5
E01021074,4
E01021075,2
E01021076,4
E01021077,17
E01021078,5
E01021079,14
E01021080,16
E01021081,5
E01021082,0
E01021083,0
E01021084,15
E01021085,12
E01021086,12
E01021087,3
E01021088,2
E01021089,2
E01021090,28
E01021091,26
E01021092,27
E01021093,2
E01021094,14
E01021095,3
E01021096,3
E01021097,0
E01021098,3
E01021099,0
E01021100,0
E01021101,1
E01021102,1
E01021103,1
E01021104,1
E01021105,1
E01021106,2
E01021107,1
E01021108,10
E01021109,0
E01021110,3
E01021111,18
E01021112,4
E01021113,12
E01021114,1
E01021115,2
E01021116,1
E01021117,18
E01021118,17
E01021119,16
E01021120,6
E01021121,24
E01021122,25
E01021123,4
E01021124,3
E01021125,2
E01021126,5
E01021127,5
E01021128,1
E01021129,7
E01021130,15
E01021131,24
E01021132,4
E01021133,4
E01021134,2
E01021135,12
E01021136,13
E01021137,11
E01021138,4
E01021139,5
E01021140,4
E01021141,1
E01021142,2
E01021143,4
E01021144,1
E01021145,1
E01021146,1
E01021147,0
E01021148,1
E01021149,0
E01021150,4
E01021151,5
E01021152,2
E01021153,7
E01021154,2
E01021155,1
E01021156,11
E01021157,10
E01021158,4
E01021159,5
E01021160,9
E01021161,6
E01021162,2
E01021163,0
E01021164,0
E01021165,1
E01021166,2
E01021167,8
E01021168,8
E01021169,0
E01021170,0
E01021171,1
E01021172,3
E01021173,0
E01021174,4
E01021175,4
E01021176,11
E01021177,11
E01021178,8
E01021179,10
E01021180,4
E01021181,6
E01021182,11
E01021183,11
E01021184,11
E01021185,10
E01021186,1
E01021187,0
E01021188,1
E01021189,0
E01021190,1
E01021191,7
E01021192,2
E01021193,7
E01021194,7
E01021195,4
E01021196,4
E01021197,2
E01021198,2
E01021199,1
E01021200,3
E01021201,4
E01021202,4
E01021203,4
E01021204,2
E01021205,0
E01021206,4
E01021207,0
E01021208,1
E01021209,4
E01021210,1
E01021211,3
E01021212,3
E01021213,3
E01021214,4
E01021215,4
E01021216,4
E01021217,1
E01021218,1
E01021219,15
E01021220,16
E01021221,15
E01021222,16
E01021223,14
E01021224,13
E01021225,4
E01021226,5
E01021227,1
E01021228,5
E01021229,0
E01021230,3
E01021231,10
E01021232,5
E01021233,5
E01021234,4
E01021235,5
E01021236,5
E01021237,2
E01021238,2
E01021239,12
E01021240,28
E01021241,2
E01021242,2
E01021243,27
E01021244,32
E01021245,6
E01021246,15
E01021247,17
E01021248,7
E01021249,7
E01021250,4
E01021251,2
E01021252,8
E01021253,32
E01021254,0
E01021255,24
E01021256,9
E01021257,7
E01021258,7
E01021259,7
E01021260,1
E01021261,10
E01021262,7
E01021263,4
E01021264,1
E01021265,22
E01021266,50
E01021267,18
E01021268,18
E01021269,11
E01021270,21
E01021271,15
E01021272,23
E01021273,6
E01021274,6
E01021275,7
E01021276,7
E01021277,6
E01021278,3
E01021279,8
E01021280,4
E01021281,7
E01021282,5
E01021283,3
E01021284,3
E01021285,7
E01021286,4
E01021287,15
E01021288,8
E01021289,9
E01021290,6
E01021291,12
E01021292,6
E01021293,38
E01021294,9
E01021295,38
E01021296,45
E01021297,50
E01021298,29
E01021299,26
E01021300,5
E01021301,10
E01021302,14
E01021303,12
E01021304,18
E01021305,23
E01021306,27
E01021307,16
E01021308,10
E01021309,6
E01021310,21
E01021311,8
E01021312,2
E01021313,20
E01021314,10
E01021315,21
E01021316,21
E01021317,23
E01021318,55
E01021319,44
E01021320,19
E01021321,57
E01021322,13
E01021323,14
E01021324,14
E01021325,9
E01021326,22
E01021327,13
E01021328,23
E01021329,29
E01021330,6
E01021331,30
E01021332,25
E01021333,24
E01021334,27
E01021335,4
E01021336,27
E01021337,5
E01021338,6
E01021339,9
E01021340,5
E01021341,6
E01021342,15
E01021343,5
E01021344,5
E01021345,1
E01021346,26
E01021347,1
E01021348,1
E01021349,0
E01021350,15
E01021351,0
E01021352,1
E01021353,4
E01021354,3
E01021355,1
E01021356,2
E01021357,17
E01021358,17
E01021359,5
E01021360,1
E01021361,1
E01021362,0
E01021364,2
E01021365,15
E01021366,13
E01021367,8
E01021368,9
E01021369,3
E01021370,6
E01021371,7
E01021372,8
E01021373,18
E01021374,1
E01021375,1
E01021376,1
E01021377,3
E01021378,3
E01021379,3
E01021380,2
E01021381,2
E01021382,1
E01021383,3
E01021384,3
E01021385,3
E01021386,2
E01021387,12
E01021388,11
E01021389,10
E01021390,7
E01021391,8
E01021392,12
E01021393,12
E01021394,2
E01021395,3
E01021396,1
E01021397,3
E01021398,0
E01021399,3
E01021400,3
E01021401,5
E01021402,5
E01021403,1
E01021404,0
E01021405,2
E01021406,0
E01021407,0
E01021408,3
E01021409,1
E01021410,2
E01021411,1
E01021412,2
E01021413,0
E01021414,0
E01021415,12
E01021416,15
E01021417,8
E01021418,7
E01021419,6
E01021420,9
E01021422,13
E01021423,4
E01021424,6
E01021425,2
E01021426,7
E01021427,2
E01021428,12
E01021429,3
E01021430,2
E01021431,15
E01021432,23
